Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation,Latitude,Longitude
Open,7/15/1978 0:00,Santa Fe,NM,USA,Light,"Dull red giant ""bracelet"" at Santa Fe Baldy mountain,summer 1978, Pecos Wilderness, New Mexico",12/17/2004,,,35.685756,-105.938613
Open,9/22/2013 18:30,Santa Fe,NM,USA,Light,"Still, bright light - too bright, large to be a star -seen during storms in Albuquerque. ((NUFORC Note: Sighting of Venus. PD))",9/23/2013,,,35.685756,-105.938613
Open,10/2/2006 3:00,Santa Fe,NM,USA,Light,Possible UFO over Santa Fe/Los Alamos,10/2/2006,,,35.685756,-105.938613
Open,7/26/2014 4:00,Santa Rosa,NM,USA,Light,"Single moving lights in the night skies south of Santa Rosa, New Mexico.",7/27/2014,,,34.937773,-104.682646
Open,7/15/2002 0:00,Sears Point,NM,USA,Light,"Light being directed straight at us? ((NUFORC Note: Celestial body, perhaps? PD))",7/25/2004,,,34.9727,105.0324
Open,4/4/2000 5:20,Sedillo Hill,NM,USA,Light,"Ball of light eminating several red ""beams"".",4/4/2000,,,34.024604,-107.04472
Open,4/12/2004 22:10,Shiprock,NM,USA,Light,Blinking red light not a route of any aircraft of any sort.,4/12/2004,,,36.784903,-108.686807
Open,5/5/2021 22:00,Silver City,NM,USA,Light,I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights,5/5/2021,,,32.769306,-108.280215
Open,9/14/2014 21:03,Silver City,NM,USA,Light,"Bright, very red, light flies south to west near Silver City, NM.",9/15/2014,,,32.769306,-108.280215
Open,4/28/2014 20:30,Silver City,NM,USA,Light,Two bright stars that moved and disappeared into the northern sky at dusk in New Mexico.,4/28/2014,,,32.769306,-108.280215
Open,8/3/2010 21:00,Silver City,NM,USA,Light,"Intensely bright, slow-moving, ""star-like"" object that grew even brighter before it suddenly disappeared.",8/4/2010,,,32.769306,-108.280215
Open,10/1/2006 23:00,Silver City,NM,USA,Light,"UFO over Silver City, New Mexico at very low altitude.",10/2/2006,,,32.769306,-108.280215
Open,10/22/2005 15:00,Silver City,NM,USA,Light,"Daytime sighting of white ""star-like"" objects that moved in formations and also had the ability to suspend themselves motionless.",10/25/2005,,,32.769306,-108.280215
Open,9/22/2005 20:43,Silver City,NM,USA,Light,bright object emits spherical cloud like something out of WAR OF THE WORLDS.,9/22/2005,,,32.769306,-108.280215
Open,8/23/2004 21:00,Silver City,NM,USA,Light,"Metallic orange lights over mountains Silver City, New Mexico",8/24/2004,,,32.769306,-108.280215
Open,11/14/2017 21:00,Socorro,NM,USA,Light,"Orange lights near Socorro, NM.",1/18/2018,,,34.057247,-106.892888
Open,10/13/2016 20:30,Socorro,NM,USA,Light,Around 8:30 pm last night noticed multiple bright white lights SE of Socorro in the Escondida are in the East mountains.,10/14/2016,,,34.057247,-106.892888
Open,11/29/2011 18:30,Socorro,NM,USA,Light,3-4 yellow round lights in a triad and a string over the northern end of the WSMR east of Socorro NM on 11.29.11 about 1830.,12/3/2011,,,34.057247,-106.892888
Open,1/22/2010 18:00,Socorro,NM,USA,Light,"Silent red lights over Socorro, NM. ((NUFORC Note: Witness experienced in the field of astronomy. PD))",1/22/2011,,,34.057247,-106.892888
Open,4/28/2004 22:00,Socorro,NM,USA,Light,as i was driving on highway 60 just west of socorro nm an orange light-ball shaped-seen going south to north across windshield at low a,4/28/2004,,,34.057247,-106.892888
Open,5/3/2004 21:00,Socorro,NM,USA,Light,"Driving North on I-25 south of Socorro, NM, my mother and I saw a bright light to the west that followed us to Albuquerque. ((Venus?))",5/27/2004,,,34.057247,-106.892888
Open,11/30/2017 18:25,Stanley,NM,USA,Light,"Blinking red light over Stanley, NM.",11/30/2017,,,35.148303,-105.978858
Open,6/28/2022 2:00,Taos,NM,USA,Light,Intense white light coming through our bedroom skylight,6/29/2022,Y,,36.406326,-105.573264
Open,5/3/2020 0:50,Taos,NM,USA,Light,There was a flash of light then approximately 30 seconds later another flashlight and after that several smaller lights appeared and tr,5/3/2020,,,36.406326,-105.573264
Open,5/26/2019 21:40,Taos,NM,USA,Light,3 “stars” in a straight line calmly moving in a linear path! ((NUFORC Note: Space Link satellites. PD))((anonymous source)),5/26/2019,,,36.406326,-105.573264
Open,10/1/2017 20:15,Taos,NM,USA,Light,UFO Near Andromeda constellation.,10/21/2017,,,36.406326,-105.573264
Open,12/12/2016 19:07,Taos,NM,USA,Light,"Large light, equivalent to car lights 1 mile away, in sky, stationary.",12/12/2016,,,36.406326,-105.573264
Open,12/18/2015 5:31,Taos,NM,USA,Light,"The sky was dark. I saw two beams of light appear, shooting from the horizon of the mountain.",12/18/2015,,,36.406326,-105.573264
Open,12/31/2014 22:00,Taos,NM,USA,Light,"Large ball of orange/yellow light in Taos, NM.",1/3/2015,,,36.406326,-105.573264
Open,6/30/2011 23:09,Taos,NM,USA,Light,White light over New Mexico,6/30/2011,,,36.406326,-105.573264
Open,2/14/2011 18:45,Taos,NM,USA,Light,"A light dropped vertically, hesitated, then travelled horizontally at 5000 mph.",2/16/2011,,,36.406326,-105.573264
Open,10/4/2007 5:20,Taos,NM,USA,Light,Two bright objects traveling from south to the north disappeared,10/4/2007,,,36.406326,-105.573264
Open,4/15/2022 19:39,Tesuque,NM,USA,Light,"Mothership hovering above Los Alamos, NM",8/15/2022,Y,,35.760998,-105.931901
Open,9/18/2016 22:00,Tesuque,NM,USA,Light,Fast moving star-like light.,4/24/2017,,,35.760998,-105.931901
Open,6/25/2011 23:05,Texico,NM,USA,Light,Possible fighter jet shooting at UFO,6/25/2011,,,34.388211,-103.050159
Open,6/30/2015 20:30,Tijeras,NM,USA,Light,Red lights in the southern New Mexico sky multiplying and disappearing.,7/1/2015,,,35.09107,-106.371174
Open,1/28/2016 21:00,Tome,NM,USA,Light,I'm constantly seeing orange lights hovering over the bosque in los lunas.,1/29/2016,,,34.747183,-106.725506
Open,2/24/2024 20:20,Truth or Consequences,NM,USA,Light,Flashing green and red light not a plane or satellite.,2/24/2024,Y,,33.132497,-107.252571
Open,10/30/2013 22:00,Truth or Consequences,NM,USA,Light,"Green Red, White and occasionally Blue spinning lights that appear stationary.",10/30/2013,,,33.132497,-107.252571
Open,3/30/2009 22:00,Truth or Consequences,NM,USA,Light,um ..... saw light moveing in the night sky while working on truck,4/1/2009,,,33.132497,-107.252571
Open,9/16/2004 19:00,Truth or Consequences,NM,USA,Light,Possible metalic object reflected sun's light very brightly for over an hour.,9/16/2004,,,33.132497,-107.252571
Open,8/26/2013 17:30,Tucumcari,NM,USA,Light,Pulsing white light over the horizon and a small moving light in the opposite direction.,9/21/2013,,,35.172972,-103.725902
Open,5/9/2001 20:15,Tularosa,NM,USA,Light,"A light that changed color, that moved at a high rate of speed and hovered, that was silent.",5/14/2003,,,33.075,-106.018048
Open,8/3/2024 23:00,Ute Park,NM,USA,Light,White light arcs across sky and returns in same direction,8/13/2024,,,36.55805,-105.113839
Open,2/18/2008 20:30,Vaughn,NM,USA,Light,"12+ pulsing red lights, low on ground. Could be distant radio towers, but some things don't fit.",3/2/2008,,,34.600176,-105.203898
Open,4/10/1999 2:58,VLA Radio Telescope,NM,USA,Light,LIGHT THE SIZE OF SILVER DOLLAR AT ARM'S LENGTH SEEN HOVERING JUST ABOVE HIGHWAY. RAPIDLY CHANGING COLORS FROM WHITE-RED-BLUE-GREEN-ORA,5/14/1999,,,34.073315,-107.622206
Open,2/25/2016 21:00,Waterflow,NM,USA,Light,"Two bright lights disappear over Farmington, NM.",2/25/2016,,,36.759484,-108.494221
Open,5/28/2000 20:00,White Sands,NM,USA,Light,bright lights playing tic-tac-toe in the sky for over 2 hours,5/31/2000,,,32.943564,-106.419441
Open,12/22/1999 19:15,White Sands,NM,USA,Light,A starlike object descended vertically for 2 minutes changing color from a very bright white to gold the closer it got to the ground.,12/31/1999,,,32.943564,-106.419441
Open,2/21/1994 19:00,,NM,USA,Light,flashing bright lights following 60mph auto at its level,2/27/2004,,,34.5199,-105.8701
Open,9/19/2013 1:00,,NM,USA,Light,Two motionless star-like lights appear for at least a minute then disappear,9/21/2013,,,34.5199,-105.8701
Open,8/1/2003 19:30,,NM,USA,Light,Bright light turning into a tiny red dot in the New Mexico skies,6/9/2009,,,34.5199,-105.8701
Open,6/12/2021 21:30,Abiquiu,NM,USA,Orb,Blue orb crosses sky near Abiquiu,6/22/2021,,,36.207215,-106.31874
Open,7/27/2024 13:11,Alamogordo,NM,USA,Orb,Fast moving black orb aircraft,7/27/2024,Y,,32.891812,-105.952151
Open,1/29/2019 19:02,Alamogordo,NM,USA,Orb,I was driving near the hospital in Alamogordo New Mexico and noticed about 10 orange to red orb type ufo's. All 6 people in the car saw,1/30/2019,,,32.891812,-105.952151
Open,2/25/2016 21:25,Alamogordo,NM,USA,Orb,"We saw 2 orange orbs stationary, side by side on the horizon. Within seconds, the first orb disappeared, then the second disappeared.",2/26/2016,,,32.891812,-105.952151
Open,2/22/2016 22:00,Alamogordo,NM,USA,Orb,Outside @~ 8:00pm on the E bench of the mountains above the city. We noticed some orange orbs flashing on and off north of the base.,2/24/2016,,,32.891812,-105.952151
Open,2/7/2016 22:00,Alamogordo,NM,USA,Orb,Orange orbs fly over neighborhood.,2/24/2016,,,32.891812,-105.952151
Open,9/22/2015 20:00,Alamogordo,NM,USA,Orb,Orange orb lights pulse over Alamogordo.,9/29/2015,,,32.891812,-105.952151
Open,5/7/2015 21:00,Alamogordo,NM,USA,Orb,"Orange orbs appear over Alamogordo, New Mexico.",5/17/2015,,,32.891812,-105.952151
Open,12/23/2014 18:00,Alamogordo,NM,USA,Orb,"A large red/orange orb, hovering over the area of Holloman Air Force Base, disappeared and reappeared several times.",5/5/2015,,,32.891812,-105.952151
Open,11/30/2009 20:51,Alamogordo,NM,USA,Orb,Bright Orange Orb traveled fairly quickly across sky then hovered briefly and shot straight up.,11/30/2009,,,32.891812,-105.952151
Open,11/27/1988 21:00,Alamogordo,NM,USA,Orb,saw 5 objects doing amazing manuevers for 20 minutes,5/2/2008,,,32.891812,-105.952151
Open,3/4/2024 18:50,Albuquerque,NM,USA,Orb,"Two luminous orbs of light, no exterior propulsion, highly maneuverable",3/7/2024,Y,,35.101401,-106.631867
Open,9/21/2023 23:41,Albuquerque,NM,USA,Orb,Fast Moving Light ball appeared out of nowhere and shot straight up and disappeared,9/22/2023,,,35.101401,-106.631867
Open,10/26/2019 19:00,Albuquerque,NM,USA,Orb,2 light orbs were seen in the sky moving in and out.,10/28/2019,,,35.101401,-106.631867
Open,10/5/2019 18:35,Albuquerque,NM,USA,Orb,"Four white orbs, about 1/4th the size of the moon, bigger than an airplane, were lined up until 2 of them moved on top of the other 2 v",10/7/2019,,,35.101401,-106.631867
Open,12/16/2018 18:22,Albuquerque,NM,USA,Orb,((HOAX??))Me and kid saw huge bubble like orbs around us and was moving and glowing. ((anonymous report)),12/18/2018,,,35.101401,-106.631867
Open,12/15/2018 20:00,Albuquerque,NM,USA,Orb,A bunch of orbs and someone glowing. ((anonymous report)),12/18/2018,,,35.101401,-106.631867
Open,1/1/2018 0:00,Albuquerque,NM,USA,Orb,"Several orange lights moving slowly, which faded out, one by one.",1/1/2018,,,35.101401,-106.631867
Open,5/2/2017 22:15,Albuquerque,NM,USA,Orb,"We saw a single bright blue orb drop like a shooting star at about 700-1000 ft above ground, pause, then drop again.",5/2/2017,,,35.101401,-106.631867
Open,4/13/2016 19:10,Albuquerque,NM,USA,Orb,"5 spheres flying in formation over Albuquerque, NM. ((NUFORC Note: Photo suggests to us balloons. PD))",4/13/2016,,,35.101401,-106.631867
Open,3/21/2016 13:00,Albuquerque,NM,USA,Orb,I dont remember the exact date but there was a storm brewing over Albuquerque. The skies looked beautiful my husband and I went outside,5/6/2016,,,35.101401,-106.631867
Open,3/20/2016 1:26,Albuquerque,NM,USA,Orb,Two orange orbs heading east over Albuquerque towards the south end of Sandia Mountains.,3/20/2016,,,35.101401,-106.631867
Open,4/30/2015 14:02,Albuquerque,NM,USA,Orb,"White orb, no sound, no exhaust or condensation trail seen over Albuquerque South Valley.",12/25/2015,,,35.101401,-106.631867
Open,9/13/2014 19:00,Albuquerque,NM,USA,Orb,"White/red ligth on North Side of Albuquerque 9/13/14. ((NUFORC Note: High-altitude, helium-filled balloon. PD))",9/13/2014,,,35.101401,-106.631867
Open,9/22/2013 6:00,Albuquerque,NM,USA,Orb,"A brilliant, white, nonmoving light or orb seen in Eastern sky over Albuquerque for about 2 or more hours.",9/22/2013,,,35.101401,-106.631867
Open,11/3/2012 0:00,Albuquerque,NM,USA,Orb,Green Orb,2/2/2013,,,35.101401,-106.631867
Open,5/26/2012 0:00,Albuquerque,NM,USA,Orb,"KRQE Albuquerque news report. ((NUFORC Note: We suspect that a ""twinkling"" star was observed. PD))",5/27/2012,,,35.101401,-106.631867
Open,9/11/2005 5:25,Albuquerque,NM,USA,Orb,"A dim orange sphere, traveling in a sweeping curve.",9/11/2005,,,35.101401,-106.631867
Open,8/19/1998 0:00,Albuquerque,NM,USA,Orb,light in the sky heading west that changed color and like a rubberband it zipped back heading east into space disapearing in the stars,2/26/2005,,,35.101401,-106.631867
Open,6/1/1988 21:30,Albuquerque,NM,USA,Orb,Silent sphere with multicolored lights floats slowly over Albuquerque then shoots north then west out of sight.,12/19/2010,,,35.101401,-106.631867
Open,9/15/1998 23:00,Belen,NM,USA,Orb,Mass sighting after flashing headlights at main UFO.,2/11/2016,,,34.660595,-106.775377
Open,9/26/2014 19:00,Clayton,NM,USA,Orb,large white orb light flying over northeast NM,9/27/2014,,,36.451432,-103.182366
Open,9/27/2013 20:30,Clines corner,NM,USA,Orb,"Date: September 27, 2013 Time: Between 8:30 and 8:40 Mountain Time Location: Viewed looking West from Interstate 40 about 5 miles west",9/28/2013,,,35.009532,-105.66755
Open,6/2/2009 0:40,Dulce,NM,USA,Orb,"Flashlight looking lights looking for something in feild in Dulce, New Mexico.",6/24/2009,,,36.934023,-106.999919
Open,7/15/2021 19:53,Eagle Nest,NM,USA,Orb,Bright light flying in sky,9/16/2021,,,36.550863,-105.262018
Open,12/3/2015 17:45,Edgewood,NM,USA,Orb,"While driving east on I-40, a large bright white orb flew in a descending motion east to north east. I lost visual contact.",12/3/2015,,,35.062178,-106.190312
Open,5/20/2017 21:00,Gallup,NM,USA,Orb,"A huge, bright, reddish pink orb hovering in Gallup for 4-5 minutes, then disappear.",5/21/2017,,,35.519312,-108.733438
Open !,8/13/2023 1:00,Glenwood,NM,USA,Orb,6 or more flying craft moving extremely fast and capable of changing direction quickly. Emitted weird light.,8/14/2023,,,33.317543,-108.88234
Open,9/9/2018 7:50,Hobbs,NM,USA,Orb,Bright orange orb hovered high in sky then disappeared.,9/10/2018,,,32.706351,-103.132147
Open,11/15/1951 6:00,Holloman AFB,NM,USA,Orb,"What I saw was reported in the Albuquerque newspaper as a ""green fireball"". It streaked across the proving grounds at a very low eleva",1/15/2003,,,32.849132,-106.098862
Open,9/25/2019 8:50,Hope,NM,USA,Orb,Multiple orange orbs aligning in sky then retreat and disappear,9/25/2019,,,32.809758,-104.733952
Open,5/22/2024 23:15,Lake Sumner,NM,USA,Orb,9 orange orbs in 3 groups,5/25/2024,,,34.620906,-104.372445
Open,2/22/2012 21:20,Las Cruces,NM,USA,Orb,Glowing orb like object. Very bright yellow and red. Low western sky. ((NUFORC Note: Sighting of Jupiter and Venus? PD)),2/22/2012,,,32.324738,-106.759443
Open,5/17/2009 19:45,Las Cruces,NM,USA,Orb,"bright orbs in triangular formation over NASA facility in Las Cruces, NM 7:45pm 5/17/09",5/17/2009,,,32.324738,-106.759443
Open,4/1/2002 23:00,Lincoln,NM,USA,Orb,More details on the New Mexico Light Shows,6/16/2003,,,33.491655,-105.383356
Open,11/13/2000 19:00,Mesquite,NM,USA,Orb,"glowing orbs no sound with communication, missing time involved, entity seen.",5/30/2021,,,32.165159,-106.696068
Open,9/25/2014 20:30,Mimbres,NM,USA,Orb,"Multiple lights over Mimbres, NM. ((NUFORC Note: High-altitude balloon. PD))",10/5/2014,,,32.856095,-107.979515
Open,10/23/2023 19:00,Mountainair,NM,USA,Orb,One bright red and white pulsing light dividing into 3 separate lights and then blinking out.,10/24/2023,Y,,34.521104,-106.242646
Open,3/16/2016 20:00,Nogal,NM,USA,Orb,"My spouse and I saw bright red orbs off in the horizon. At first I saw 2, then they both disappeared at the same time for a few secs.",3/16/2016,,,33.558089,-105.707626
Open,9/1/2004 11:04,Pie Town,NM,USA,Orb,White plane-like object with two gold orbs above it-very noisey.,9/1/2004,,,34.298286,-108.134699
Open,8/12/2013 9:23,Portales,NM,USA,Orb,A big orange/grey circle type object appearing before and after storm.,8/17/2013,,,34.184208,-103.335009
Open,10/20/2022 18:26,Pueblo Bonito,NM,USA,Orb,Amtrak southwest chief heading west to Flagstaff during the day when I noticed the light.,5/30/2023,Y,,36.060507,-107.961732
Open,12/30/2012 20:15,Red River,NM,USA,Orb,"Brilliant Blue Orb over Red River, New Mexico - Stunning Movements.",1/2/2014,,,36.707692,-105.406142
Open,12/12/2013 1:30,Rio Arriba County,NM,USA,Orb,Quick history: 8 Years Military Army Medical Officer to rank of Captain; Vietnam vet w/bronze star-- 4 year degree in Biology Univ of C,12/13/2013,,,36.573946,-106.718704
Open,9/10/2019 22:30,Rio Rancho,NM,USA,Orb,"At about 10:30 p.m. we we're outside in my garage playing pool, and noticed the sound of a military helicopter, which isn't very abnorm",9/11/2019,,,35.231041,-106.662789
Open,10/4/2015 23:20,Rio Rancho,NM,USA,Orb,Tonight I saw two green orbs chasing each other through the clouds. They would catch up to each other as they were racing CCW.,10/3/2015,,,35.231041,-106.662789
Open,9/21/2019 20:30,Roswell,NM,USA,Orb,"DRIVING ON HWY TO ROSWELL, NM WE NOTICED SUPER BRIGHT WHITE LIGHTS. TOLD PARTNER TO PULL OVER AS I HAD NEVER SEEN ANY LIGHT THAT BRIGHT",10/18/2019,,,33.394758,-104.523489
Open,9/1/2014 20:00,Roswell,NM,USA,Orb,I was in the parking lot of pizza Hut located on south main st. I looked up to the east sky and noticed 4 orange circular orbs. 2 faded,9/2/2014,,,33.394758,-104.523489
Open,3/17/2018 18:42,Rowe,NM,USA,Orb,"On 17 March 2018, I was taking sunset photos on top of Glorieta Mesa on State Hwy 34. ((NUFORC Note: Lens flares. PD))",3/21/2018,,,35.491711,-105.674793
Open,10/1/2006 23:40,San Antonio,NM,USA,Orb,ON SUNDAY 10 01 06 MY WIFE AND I WERE DRIVING HOME FROM WHITE RUIDOSO NEW MEXICO. APPROXIMATLEY AT 11:20 PM I NOTICED OFF TO MY LEFT BO,10/6/2006,,,33.917427,-106.866285
Open,4/22/2014 7:05,San Rafael,NM,USA,Orb,White spheres in the sky of west-central NM,5/21/2014,,,35.111947,-107.883054
Open,3/4/2024 19:00,Santa Fe,NM,USA,Orb,We witnessed a hazy orb of light approach from the sunset SW horizon cross overhead and change from a a hazy cloud into a single light,3/4/2024,,Rocket,35.685756,-105.938613
Open,10/30/2023 18:55,Santa Fe,NM,USA,Orb,Glowing pure white circular orb with halo and small brighter circular center that comprised about 10% of the area of the orb.,10/30/2023,,Rocket?,35.685756,-105.938613
Open,10/2/2023 19:56,Santa Fe,NM,USA,Orb,"Was originally noticing a flying object which looked peculiar, but a bright, stationary orb in direct path began to move in opposite...",10/2/2023,Y,,35.685756,-105.938613
Open,9/8/2023 21:15,Santa Fe,NM,USA,Orb,3 balls of diffused white light in a triangle formation silently shot across the sky at a mid-level flight altitude,9/9/2023,,,35.685756,-105.938613
Open,11/15/2020 18:00,Santa Fe,NM,USA,Orb,A white sphere flying from north to south over Santa Fe NM approximately 6pm 11/15/2020,11/15/2020,,,35.685756,-105.938613
Open,7/18/2019 20:00,Santa Fe,NM,USA,Orb,"Orange orb traveling at low altitude from north to south, seen by three people",7/19/2019,,,35.685756,-105.938613
Open,7/3/2016 1:45,Santa Fe,NM,USA,Orb,"Blinking lights on for several seconds getting super bright and fadding out , a smoke orb flying low ,giant green orb very fast",7/4/2016,,,35.685756,-105.938613
Open,9/24/2015 20:30,Santa Fe,NM,USA,Orb,"We saw a round orb red and orange shoot across the sky, descending in Santa Fe, NM.",9/26/2015,,,35.685756,-105.938613
Open,11/26/2014 22:20,Santa Fe,NM,USA,Orb,Multi-colored orb jumping around.,11/26/2014,,,35.685756,-105.938613
Open,7/17/2009 0:00,Santa Fe,NM,USA,Orb,Odd lights - objects in sky.,11/1/2009,,,35.685756,-105.938613
Open,4/25/2007 23:30,Santa Fe,NM,USA,Orb,Bright blue and yellow glowing orb streaking accross the sky at warp-speed,8/7/2007,,,35.685756,-105.938613
Open,3/27/2017 19:00,Shiprock,NM,USA,Orb,"White orb with miniature lights captured in photo. NM, USA.",3/30/2017,,,36.784903,-108.686807
Open,12/21/2009 0:00,Stanley,NM,USA,Orb,hot spot for activity ufos every night.,12/21/2009,,,35.148303,-105.978858
Open,3/4/2023 19:42,Tijeras,NM,USA,Orb,We spotted the two orbs spinning with multicolored lights,3/18/2023,Y,,35.09107,-106.371174
Open,10/30/2023 18:55,Tijeras,NM,USA,Orb,1 orb with hazy aura,10/30/2023,Y,,35.09107,-106.371174
Open,1/9/2023 3:55,Tohatchi,NM,USA,Orb,Big bright spherical orbs moving in many directions and stationary like flying in maneuvers.,1/17/2023,Y,,35.85709,-108.761708
Open,1/12/2021 17:12,Tularosa,NM,USA,Orb,blinking multicolor light with three orange lights emerging,1/14/2021,,,33.075,-106.018048
Open,8/8/1996 20:30,Tularosa,NM,USA,Orb,Glowing orb of light follows test sled and then shoots off toward viewer.,6/9/2004,,,33.075,-106.018048
Open,9/1/2012 21:00,White Sands National Monument,NM,USA,Orb,Pulsating and solid green light with erratic white light dancing around them.,9/3/2012,,,32.782649,-106.324558
Open,6/1/1989 0:00,,NM,USA,Orb,metalic orb huvering above the ground in new mexico,9/4/2008,,,34.5199,-105.8701
Open,6/29/2018 23:00,,NM,USA,Orb,Single bright red orb close to top of car then suspended in the sky,4/4/2019,,,34.5199,-105.8701
Open,5/3/2023 23:00,,NM,USA,Orb,The object was an orb with light white.,5/3/2023,Y,Planet/Star?,34.5199,-105.8701
Open,8/18/2024 4:00,Albuquerque,NM,USA,Other,I saw two grays in my living room.,8/29/2024,,,35.101401,-106.631867
Open,8/21/2022 9:55,Albuquerque,NM,USA,Other,Two craft flying SE across NM sky,8/21/2022,,,35.101401,-106.631867
Open,10/1/2021 9:40,Albuquerque,NM,USA,Other,Space craft caught on film,5/9/2022,Y,,35.101401,-106.631867
Open,10/5/2020 20:57,Albuquerque,NM,USA,Other,my porch is newly sealed,10/5/2020,,,35.101401,-106.631867
Open,12/3/2019 8:30,Albuquerque,NM,USA,Other,"Object was large and very shiny, remained stationary and showed no signs of lights or windows. Then just seemed to vanish into thin air",12/3/2019,,,35.101401,-106.631867
Open,9/21/2019 0:01,Albuquerque,NM,USA,Other,Light Tan colored object flying past in clear night sky covered 60 miles in 6 seconds no sound,9/21/2019,,,35.101401,-106.631867
Open,12/17/2018 21:00,Albuquerque,NM,USA,Other,Observation of huge bubble like orbs things around neighbor's house across the way by the Rio grande. ((anonymous report)),12/18/2018,,,35.101401,-106.631867
Open,12/14/2018 13:30,Albuquerque,NM,USA,Other,"Around 1-2pm a jet black Angled object about 2500ft altitude, est. 200ft to 400ft long point to tip to point, drifted along West to Eas",12/15/2018,,,35.101401,-106.631867
Open,7/18/2018 20:45,Albuquerque,NM,USA,Other,"I was on the roof when my son looked up and said "" what is that "", pointing to a black spot, very high moving very fast west",7/18/2018,,,35.101401,-106.631867
Open,1/29/2017 15:00,Albuquerque,NM,USA,Other,Starlike shimmering moved very slowly east by southeast very tiny hard to re-focus after losing sight this sighting was in the daytime.,1/29/2017,,,35.101401,-106.631867
Open,12/25/2015 19:30,Albuquerque,NM,USA,Other,Changing flame and morphing balloon.,12/26/2015,,,35.101401,-106.631867
Open,11/8/2015 5:45,Albuquerque,NM,USA,Other,"Circular w/ pointed nose, bright, but sharply defined, large object, decelerating and descending over Sandia Crest, moving NNE.",11/8/2015,,,35.101401,-106.631867
Open,11/8/2015 0:10,Albuquerque,NM,USA,Other,"Circular w/ pointed nose, bright, but sharply defined, large object at high rate of speed, traveling NNE over Sandia Crest.",11/8/2015,,,35.101401,-106.631867
Open,5/30/2015 15:30,Albuquerque,NM,USA,Other,Skip/hop/dipping flying craft. Reflective and bright white to completely clear (invisible).,5/30/2015,,,35.101401,-106.631867
Open,12/3/2014 23:00,Albuquerque,NM,USA,Other,"Aircraft shaped like a sine curve, with a green neon light tracing its edges.",12/4/2014,,,35.101401,-106.631867
Open,10/4/2014 3:00,Albuquerque,NM,USA,Other,My sister was getting off of work at a local bar. We took the same route home we've taken for years...thrrough our residential area we,10/6/2019,,,35.101401,-106.631867
Open,3/5/2014 0:45,Albuquerque,NM,USA,Other,"Bright, quick flashes of light directly above my house in Albuquerque.",3/6/2014,,,35.101401,-106.631867
Open,2/26/2014 19:00,Albuquerque,NM,USA,Other,Twinkling string like light high up in the sky not surrounding by anything,3/1/2014,,,35.101401,-106.631867
Open,9/4/2012 21:30,Albuquerque,NM,USA,Other,At 930pm mst myself and two other once again saw a light appear 35% above western horizon due west of our house. object had green and r,9/6/2012,,,35.101401,-106.631867
Open,6/27/2012 21:00,Albuquerque,NM,USA,Other,White flashing fading light in the sky,8/21/2013,,,35.101401,-106.631867
Open,5/4/2011 9:00,Albuquerque,NM,USA,Other,((HOAX??)) Get the metal out of my body,5/4/2011,,,35.101401,-106.631867
Open,11/21/2010 10:00,Albuquerque,NM,USA,Other,"Blue/green Hoops in the sky in Albuquerque, New Mexico.",12/21/2010,,,35.101401,-106.631867
Open,5/31/2010 20:00,Albuquerque,NM,USA,Other,lights shooting across NM sky.,6/1/2010,,,35.101401,-106.631867
Open,8/4/2009 20:57,Albuquerque,NM,USA,Other,Blue/Green Glowing Figure 8 shape sighted in North East Albuquerque - followed by possible Military Aircraft,8/4/2009,,,35.101401,-106.631867
Open,1/16/2009 18:30,Albuquerque,NM,USA,Other,"Three spheres of light connected in a club like shape, lower lights soft whitish, upper light yellowish orangish traveling silently.",1/17/2009,,,35.101401,-106.631867
Open,10/19/2008 2:00,Albuquerque,NM,USA,Other,Unknown shape ( known sound ),10/24/2008,,,35.101401,-106.631867
Open,6/8/2008 19:30,Albuquerque,NM,USA,Other,Bright stationary circular object in high atmosphere in broad daylight gives way to five smaller moving crescents,6/8/2008,,,35.101401,-106.631867
Open,11/18/2006 22:50,Albuquerque,NM,USA,Other,Crescent-shaped object observed,11/22/2006,,,35.101401,-106.631867
Open,10/18/2006 0:40,Albuquerque,NM,USA,Other,A wedge formation of seven garden spade shaped craft.,10/22/2006,,,35.101401,-106.631867
Open,1/22/2004 12:45,Albuquerque,NM,USA,Other,"In my car on Juan Tabo and Central Ave, at 12:45 I noticed an object flying from an auto car dealership and a silver object that looked",1/22/2004,,,35.101401,-106.631867
Open,8/13/2002 20:00,Albuquerque,NM,USA,Other,very able to make out shape and colors.,8/14/2002,,,35.101401,-106.631867
Open,11/15/2000 21:00,Albuquerque,NM,USA,Other,Seven red orbs followed by two F15s.,6/26/2019,,,35.101401,-106.631867
Open,11/22/1997 17:30,Albuquerque,NM,USA,Other,"A black object that at first looked like a hot air balloon, then a 747, then roundish. It appeared black against the twilight blue sky.",11/22/1997,,,35.101401,-106.631867
Open,12/5/1970 20:00,Albuquerque,NM,USA,Other,1970 Sighting over Kirtland Airforce base in New Mexico.,7/16/2005,,,35.101401,-106.631867
Open,3/23/1997 16:30,Albuquerque,NM,USA,Other,"have photograph 2,1/4 negative 250mm Zeis len.some detail not much. object hovered over albuquerque shining in the afternoon light.",4/30/1997,,,35.652813,-106.411087
